record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
13986,VXX,BATS,2022-05-27 00:00:00.0,150,22.32,0,P,0.98175,-0.377567
13987,VXX,BATS,2022-05-27 00:00:00.0,180,22.32,0,C,0.994093,0.610286
13988,VXX,BATS,2022-05-27 00:00:00.0,180,22.32,0,P,0.993218,-0.363751
13989,VXX,BATS,2022-05-27 00:00:00.0,270,22.32,0,C,1.027744,0.637561
13990,VXX,BATS,2022-05-27 00:00:00.0,270,22.32,0,P,1.026553,-0.32713
13991,VXX,BATS,2022-05-27 00:00:00.0,360,22.32,0,C,1.057961,0.659384
13992,VXX,BATS,2022-05-27 00:00:00.0,360,22.32,0,P,1.056124,-0.296058
13993,VXX,BATS,2022-05-26 00:00:00.0,7,23.26,0,C,0.666029,0.441306
13994,VXX,BATS,2022-05-26 00:00:00.0,7,23.26,0,P,0.664519,-0.542693
13995,VXX,BATS,2022-05-26 00:00:00.0,14,23.26,0,C,0.734342,0.496332
13996,VXX,BATS,2022-05-26 00:00:00.0,14,23.26,0,P,0.732602,-0.493707
13997,VXX,BATS,2022-05-26 00:00:00.0,21,23.26,0,C,0.807032,0.509742
13998,VXX,BATS,2022-05-26 00:00:00.0,21,23.26,0,P,0.805135,-0.478825
13999,VXX,BATS,2022-05-26 00:00:00.0,30,23.26,0,C,0.829359,0.521646
14000,VXX,BATS,2022-05-26 00:00:00.0,30,23.26,0,P,0.827661,-0.466218
14001,VXX,BATS,2022-05-26 00:00:00.0,60,23.26,0,C,0.901513,0.550167
14002,VXX,BATS,2022-05-26 00:00:00.0,60,23.26,0,P,0.900258,-0.435077
14003,VXX,BATS,2022-05-26 00:00:00.0,90,23.26,0,C,0.941578,0.56334
14004,VXX,BATS,2022-05-26 00:00:00.0,90,23.26,0,P,0.940681,-0.41424
14005,VXX,BATS,2022-05-26 00:00:00.0,120,23.26,0,C,0.979302,0.57126
14006,VXX,BATS,2022-05-26 00:00:00.0,120,23.26,0,P,0.979307,-0.395608
14007,VXX,BATS,2022-05-26 00:00:00.0,150,23.26,0,C,0.996591,0.576578
14008,VXX,BATS,2022-05-26 00:00:00.0,150,23.26,0,P,0.998045,-0.379766
14009,VXX,BATS,2022-05-26 00:00:00.0,180,23.26,0,C,1.009426,0.58126
14010,VXX,BATS,2022-05-26 00:00:00.0,180,23.26,0,P,1.011739,-0.36517
14011,VXX,BATS,2022-05-26 00:00:00.0,270,23.26,0,C,1.071786,0.613219
14012,VXX,BATS,2022-05-26 00:00:00.0,270,23.26,0,P,1.075013,-0.320664
14013,VXX,BATS,2022-05-26 00:00:00.0,360,23.26,0,C,1.093659,0.636612
14014,VXX,BATS,2022-05-26 00:00:00.0,360,23.26,0,P,1.096777,-0.288921
14015,VXX,BATS,2022-05-25 00:00:00.0,7,23.51,0,C,0.713861,0.515308
14016,VXX,BATS,2022-05-25 00:00:00.0,7,23.51,0,P,0.709816,-0.483708
14017,VXX,BATS,2022-05-25 00:00:00.0,14,23.51,0,C,0.754327,0.520672
14018,VXX,BATS,2022-05-25 00:00:00.0,14,23.51,0,P,0.753788,-0.476353
14019,VXX,BATS,2022-05-25 00:00:00.0,21,23.51,0,C,0.80412,0.526895
14020,VXX,BATS,2022-05-25 00:00:00.0,21,23.51,0,P,0.80352,-0.468298
14021,VXX,BATS,2022-05-25 00:00:00.0,30,23.51,0,C,0.836118,0.534538
14022,VXX,BATS,2022-05-25 00:00:00.0,30,23.51,0,P,0.835602,-0.458882
14023,VXX,BATS,2022-05-25 00:00:00.0,60,23.51,0,C,0.897561,0.556797
14024,VXX,BATS,2022-05-25 00:00:00.0,60,23.51,0,P,0.89611,-0.432755
14025,VXX,BATS,2022-05-25 00:00:00.0,90,23.51,0,C,0.943023,0.572032
14026,VXX,BATS,2022-05-25 00:00:00.0,90,23.51,0,P,0.941711,-0.411659
14027,VXX,BATS,2022-05-25 00:00:00.0,120,23.51,0,C,0.974108,0.575841
14028,VXX,BATS,2022-05-25 00:00:00.0,120,23.51,0,P,0.973555,-0.395229
14029,VXX,BATS,2022-05-25 00:00:00.0,150,23.51,0,C,0.984621,0.585197
14030,VXX,BATS,2022-05-25 00:00:00.0,150,23.51,0,P,0.984636,-0.379893
14031,VXX,BATS,2022-05-25 00:00:00.0,180,23.51,0,C,0.995917,0.594991
14032,VXX,BATS,2022-05-25 00:00:00.0,180,23.51,0,P,0.996241,-0.365362
14033,VXX,BATS,2022-05-25 00:00:00.0,270,23.51,0,C,1.027779,0.621595
14034,VXX,BATS,2022-05-25 00:00:00.0,270,23.51,0,P,1.027969,-0.327684
14035,VXX,BATS,2022-05-25 00:00:00.0,360,23.51,0,C,1.049824,0.642867
14036,VXX,BATS,2022-05-25 00:00:00.0,360,23.51,0,P,1.049026,-0.297358
14037,VXX,BATS,2022-05-24 00:00:00.0,7,24.05,0,C,0.791793,0.519777
14038,VXX,BATS,2022-05-24 00:00:00.0,7,24.05,0,P,0.787268,-0.479717
14039,VXX,BATS,2022-05-24 00:00:00.0,14,24.05,0,C,0.78825,0.523281
14040,VXX,BATS,2022-05-24 00:00:00.0,14,24.05,0,P,0.787404,-0.474078
14041,VXX,BATS,2022-05-24 00:00:00.0,21,24.05,0,C,0.840926,0.533511
14042,VXX,BATS,2022-05-24 00:00:00.0,21,24.05,0,P,0.840222,-0.463498
14043,VXX,BATS,2022-05-24 00:00:00.0,30,24.05,0,C,0.866301,0.539488
14044,VXX,BATS,2022-05-24 00:00:00.0,30,24.05,0,P,0.865468,-0.45532
14045,VXX,BATS,2022-05-24 00:00:00.0,60,24.05,0,C,0.926355,0.566509
14046,VXX,BATS,2022-05-24 00:00:00.0,60,24.05,0,P,0.925877,-0.427387
14047,VXX,BATS,2022-05-24 00:00:00.0,90,24.05,0,C,0.957629,0.572791
14048,VXX,BATS,2022-05-24 00:00:00.0,90,24.05,0,P,0.957234,-0.410257
14049,VXX,BATS,2022-05-24 00:00:00.0,120,24.05,0,C,0.984455,0.576614
14050,VXX,BATS,2022-05-24 00:00:00.0,120,24.05,0,P,0.984771,-0.393952
14051,VXX,BATS,2022-05-24 00:00:00.0,150,24.05,0,C,0.990461,0.58446
14052,VXX,BATS,2022-05-24 00:00:00.0,150,24.05,0,P,0.991468,-0.379233
14053,VXX,BATS,2022-05-24 00:00:00.0,180,24.05,0,C,0.996157,0.592124
14054,VXX,BATS,2022-05-24 00:00:00.0,180,24.05,0,P,0.997547,-0.365571
14055,VXX,BATS,2022-05-24 00:00:00.0,270,24.05,0,C,1.050542,0.624215
14056,VXX,BATS,2022-05-24 00:00:00.0,270,24.05,0,P,1.051081,-0.323956
14057,VXX,BATS,2022-05-24 00:00:00.0,360,24.05,0,C,1.02301,0.649268
14058,VXX,BATS,2022-05-24 00:00:00.0,360,24.05,0,P,1.020072,-0.302395
14059,VXX,BATS,2022-05-23 00:00:00.0,7,23.94,0,C,0.870793,0.524543
14060,VXX,BATS,2022-05-23 00:00:00.0,7,23.94,0,P,0.866383,-0.475663
14061,VXX,BATS,2022-05-23 00:00:00.0,14,23.94,0,C,0.894181,0.532225
14062,VXX,BATS,2022-05-23 00:00:00.0,14,23.94,0,P,0.82943,-0.46925
14063,VXX,BATS,2022-05-23 00:00:00.0,21,23.94,0,C,0.891326,0.537691
14064,VXX,BATS,2022-05-23 00:00:00.0,21,23.94,0,P,0.825206,-0.46334
14065,VXX,BATS,2022-05-23 00:00:00.0,30,23.94,0,C,0.845607,0.547432
14066,VXX,BATS,2022-05-23 00:00:00.0,30,23.94,0,P,0.840042,-0.451956
14067,VXX,BATS,2022-05-23 00:00:00.0,60,23.94,0,C,0.943903,0.559691
14068,VXX,BATS,2022-05-23 00:00:00.0,60,23.94,0,P,0.943551,-0.429003
14069,VXX,BATS,2022-05-23 00:00:00.0,90,23.94,0,C,0.966554,0.552181
14070,VXX,BATS,2022-05-23 00:00:00.0,90,23.94,0,P,0.967109,-0.415274
14071,VXX,BATS,2022-05-23 00:00:00.0,120,23.94,0,C,1.001443,0.55702
14072,VXX,BATS,2022-05-23 00:00:00.0,120,23.94,0,P,1.003458,-0.396159
14073,VXX,BATS,2022-05-23 00:00:00.0,150,23.94,0,C,0.970445,0.569652
14074,VXX,BATS,2022-05-23 00:00:00.0,150,23.94,0,P,0.972066,-0.384026
14075,VXX,BATS,2022-05-23 00:00:00.0,180,23.94,0,C,0.951395,0.586448
14076,VXX,BATS,2022-05-23 00:00:00.0,180,23.94,0,P,0.952758,-0.371975
14077,VXX,BATS,2022-05-23 00:00:00.0,270,23.94,0,C,1.011272,0.623471
14078,VXX,BATS,2022-05-23 00:00:00.0,270,23.94,0,P,1.010546,-0.330149
14079,VXX,BATS,2022-05-23 00:00:00.0,360,23.94,0,C,1.016266,0.662604
14080,VXX,BATS,2022-05-23 00:00:00.0,360,23.94,0,P,1.010493,-0.303835
14081,VXX,BATS,2022-05-20 00:00:00.0,7,25.12,0,C,0.640154,0.502048
14082,VXX,BATS,2022-05-20 00:00:00.0,7,25.12,0,P,0.63203,-0.495043
14083,VXX,BATS,2022-05-20 00:00:00.0,14,25.12,0,C,0.66801,0.527002
14084,VXX,BATS,2022-05-20 00:00:00.0,14,25.12,0,P,0.655202,-0.473652
14085,VXX,BATS,2022-05-20 00:00:00.0,21,25.12,0,C,0.767899,0.504557
14086,VXX,BATS,2022-05-20 00:00:00.0,21,25.12,0,P,0.759537,-0.483786
14087,VXX,BATS,2022-05-20 00:00:00.0,30,25.12,0,C,0.8412,0.531011
14088,VXX,BATS,2022-05-20 00:00:00.0,30,25.12,0,P,0.843942,-0.460432
14089,VXX,BATS,2022-05-20 00:00:00.0,60,25.12,0,C,0.917232,0.54822
14090,VXX,BATS,2022-05-20 00:00:00.0,60,25.12,0,P,0.916468,-0.434926
14091,VXX,BATS,2022-05-20 00:00:00.0,90,25.12,0,C,0.95736,0.551465
14092,VXX,BATS,2022-05-20 00:00:00.0,90,25.12,0,P,0.957599,-0.416333
14093,VXX,BATS,2022-05-20 00:00:00.0,120,25.12,0,C,0.973589,0.550319
14094,VXX,BATS,2022-05-20 00:00:00.0,120,25.12,0,P,0.97608,-0.400534
14095,VXX,BATS,2022-05-20 00:00:00.0,150,25.12,0,C,0.973557,0.56426
14096,VXX,BATS,2022-05-20 00:00:00.0,150,25.12,0,P,0.975831,-0.384581
14097,VXX,BATS,2022-05-20 00:00:00.0,180,25.12,0,C,0.973535,0.580667
14098,VXX,BATS,2022-05-20 00:00:00.0,180,25.12,0,P,0.975665,-0.369983
14099,VXX,BATS,2022-05-20 00:00:00.0,270,25.12,0,C,1.01679,0.600511
14100,VXX,BATS,2022-05-20 00:00:00.0,270,25.12,0,P,1.021137,-0.329805
14101,VXX,BATS,2022-05-20 00:00:00.0,360,25.12,0,C,0.999194,0.620233
14102,VXX,BATS,2022-05-20 00:00:00.0,360,25.12,0,P,1.00271,-0.30568
14103,VXX,BATS,2022-05-19 00:00:00.0,7,25.29,0,C,0.752938,0.52137
14104,VXX,BATS,2022-05-19 00:00:00.0,7,25.29,0,P,0.64065,-0.481745
14105,VXX,BATS,2022-05-19 00:00:00.0,14,25.29,0,C,0.730689,0.529365
14106,VXX,BATS,2022-05-19 00:00:00.0,14,25.29,0,P,0.709337,-0.471601
14107,VXX,BATS,2022-05-19 00:00:00.0,21,25.29,0,C,0.739803,0.535659
14108,VXX,BATS,2022-05-19 00:00:00.0,21,25.29,0,P,0.737416,-0.464302
14109,VXX,BATS,2022-05-19 00:00:00.0,30,25.29,0,C,0.801051,0.535267
14110,VXX,BATS,2022-05-19 00:00:00.0,30,25.29,0,P,0.799697,-0.459636
14111,VXX,BATS,2022-05-19 00:00:00.0,60,25.29,0,C,0.878904,0.559537
14112,VXX,BATS,2022-05-19 00:00:00.0,60,25.29,0,P,0.877481,-0.432683
14113,VXX,BATS,2022-05-19 00:00:00.0,90,25.29,0,C,0.958585,0.574989
14114,VXX,BATS,2022-05-19 00:00:00.0,90,25.29,0,P,0.957323,-0.409683
14115,VXX,BATS,2022-05-19 00:00:00.0,120,25.29,0,C,0.963232,0.577473
14116,VXX,BATS,2022-05-19 00:00:00.0,120,25.29,0,P,0.963007,-0.395919
14117,VXX,BATS,2022-05-19 00:00:00.0,150,25.29,0,C,0.983322,0.574269
14118,VXX,BATS,2022-05-19 00:00:00.0,150,25.29,0,P,0.985104,-0.381727
14119,VXX,BATS,2022-05-19 00:00:00.0,180,25.29,0,C,0.99649,0.57431
14120,VXX,BATS,2022-05-19 00:00:00.0,180,25.29,0,P,0.999565,-0.367724
14121,VXX,BATS,2022-05-19 00:00:00.0,270,25.29,0,C,1.015098,0.596315
14122,VXX,BATS,2022-05-19 00:00:00.0,270,25.29,0,P,1.020096,-0.330181
14123,VXX,BATS,2022-05-19 00:00:00.0,360,25.29,0,C,1.023634,0.616737
14124,VXX,BATS,2022-05-19 00:00:00.0,360,25.29,0,P,1.028795,-0.300995
14125,VXX,BATS,2022-05-18 00:00:00.0,7,26.35,0,C,0.828453,0.487016
14126,VXX,BATS,2022-05-18 00:00:00.0,7,26.35,0,P,0.826325,-0.503988
14127,VXX,BATS,2022-05-18 00:00:00.0,14,26.35,0,C,0.782252,0.486239
14128,VXX,BATS,2022-05-18 00:00:00.0,14,26.35,0,P,0.780358,-0.499447
14129,VXX,BATS,2022-05-18 00:00:00.0,21,26.35,0,C,0.787808,0.49657
14130,VXX,BATS,2022-05-18 00:00:00.0,21,26.35,0,P,0.786101,-0.487595
14131,VXX,BATS,2022-05-18 00:00:00.0,30,26.35,0,C,0.866585,0.509289
14132,VXX,BATS,2022-05-18 00:00:00.0,30,26.35,0,P,0.865201,-0.471489
14133,VXX,BATS,2022-05-18 00:00:00.0,60,26.35,0,C,0.904565,0.527719
14134,VXX,BATS,2022-05-18 00:00:00.0,60,26.35,0,P,0.903874,-0.443634
14135,VXX,BATS,2022-05-18 00:00:00.0,90,26.35,0,C,0.972101,0.544224
14136,VXX,BATS,2022-05-18 00:00:00.0,90,26.35,0,P,0.972534,-0.417082
14137,VXX,BATS,2022-05-18 00:00:00.0,120,26.35,0,C,0.986364,0.534316
14138,VXX,BATS,2022-05-18 00:00:00.0,120,26.35,0,P,0.991397,-0.402205
14139,VXX,BATS,2022-05-18 00:00:00.0,150,26.35,0,C,1.005126,0.540715
14140,VXX,BATS,2022-05-18 00:00:00.0,150,26.35,0,P,1.012875,-0.38375
14141,VXX,BATS,2022-05-18 00:00:00.0,180,26.35,0,C,1.017776,0.54754
14142,VXX,BATS,2022-05-18 00:00:00.0,180,26.35,0,P,1.02727,-0.3672
14143,VXX,BATS,2022-05-18 00:00:00.0,270,26.35,0,C,1.045599,0.576943
14144,VXX,BATS,2022-05-18 00:00:00.0,270,26.35,0,P,1.055221,-0.325091
14145,VXX,BATS,2022-05-18 00:00:00.0,360,26.35,0,C,1.052969,0.613047
14146,VXX,BATS,2022-05-18 00:00:00.0,360,26.35,0,P,1.057764,-0.295771
14147,VXX,BATS,2022-05-17 00:00:00.0,7,24.5999,0,C,0.582689,0.516842
14148,VXX,BATS,2022-05-17 00:00:00.0,7,24.5999,0,P,0.55103,-0.484128
14149,VXX,BATS,2022-05-17 00:00:00.0,14,24.5999,0,C,0.623431,0.519543
14150,VXX,BATS,2022-05-17 00:00:00.0,14,24.5999,0,P,0.611859,-0.479441
14151,VXX,BATS,2022-05-17 00:00:00.0,21,24.5999,0,C,0.69776,0.52149
14152,VXX,BATS,2022-05-17 00:00:00.0,21,24.5999,0,P,0.696696,-0.474097
14153,VXX,BATS,2022-05-17 00:00:00.0,30,24.5999,0,C,0.772045,0.528211
14154,VXX,BATS,2022-05-17 00:00:00.0,30,24.5999,0,P,0.770655,-0.464515
14155,VXX,BATS,2022-05-17 00:00:00.0,60,24.5999,0,C,0.879253,0.546624
14156,VXX,BATS,2022-05-17 00:00:00.0,60,24.5999,0,P,0.877934,-0.437873
14157,VXX,BATS,2022-05-17 00:00:00.0,90,24.5999,0,C,0.932175,0.549163
14158,VXX,BATS,2022-05-17 00:00:00.0,90,24.5999,0,P,0.931821,-0.419266
14159,VXX,BATS,2022-05-17 00:00:00.0,120,24.5999,0,C,0.94839,0.559004
14160,VXX,BATS,2022-05-17 00:00:00.0,120,24.5999,0,P,0.948843,-0.401581
14161,VXX,BATS,2022-05-17 00:00:00.0,150,24.5999,0,C,0.96674,0.563849
14162,VXX,BATS,2022-05-17 00:00:00.0,150,24.5999,0,P,0.969315,-0.385455
14163,VXX,BATS,2022-05-17 00:00:00.0,180,24.5999,0,C,0.97936,0.566119
14164,VXX,BATS,2022-05-17 00:00:00.0,180,24.5999,0,P,0.983395,-0.370999
14165,VXX,BATS,2022-05-17 00:00:00.0,270,24.5999,0,C,1.031123,0.587912
14166,VXX,BATS,2022-05-17 00:00:00.0,270,24.5999,0,P,1.038236,-0.327672
14167,VXX,BATS,2022-05-17 00:00:00.0,360,24.5999,0,C,1.059706,0.612637
14168,VXX,BATS,2022-05-17 00:00:00.0,360,24.5999,0,P,1.06689,-0.294108
14169,VXX,BATS,2022-05-16 00:00:00.0,7,24.665,0,C,0.555195,0.498936
14170,VXX,BATS,2022-05-16 00:00:00.0,7,24.665,0,P,0.554089,-0.498047
14171,VXX,BATS,2022-05-16 00:00:00.0,14,24.665,0,C,0.591546,0.50181
14172,VXX,BATS,2022-05-16 00:00:00.0,14,24.665,0,P,0.590236,-0.49257
14173,VXX,BATS,2022-05-16 00:00:00.0,21,24.665,0,C,0.647679,0.495278
14174,VXX,BATS,2022-05-16 00:00:00.0,21,24.665,0,P,0.64618,-0.492903
14175,VXX,BATS,2022-05-16 00:00:00.0,30,24.665,0,C,0.725036,0.510512
14176,VXX,BATS,2022-05-16 00:00:00.0,30,24.665,0,P,0.723525,-0.476427
14177,VXX,BATS,2022-05-16 00:00:00.0,60,24.665,0,C,0.838576,0.517809
14178,VXX,BATS,2022-05-16 00:00:00.0,60,24.665,0,P,0.837723,-0.452122
14179,VXX,BATS,2022-05-16 00:00:00.0,90,24.665,0,C,0.900395,0.530369
14180,VXX,BATS,2022-05-16 00:00:00.0,90,24.665,0,P,0.901481,-0.427533
14181,VXX,BATS,2022-05-16 00:00:00.0,120,24.665,0,C,0.941092,0.546343
14182,VXX,BATS,2022-05-16 00:00:00.0,120,24.665,0,P,0.942964,-0.405102
14183,VXX,BATS,2022-05-16 00:00:00.0,150,24.665,0,C,0.975808,0.559746
14184,VXX,BATS,2022-05-16 00:00:00.0,150,24.665,0,P,0.978573,-0.385121
14185,VXX,BATS,2022-05-16 00:00:00.0,180,24.665,0,C,0.999125,0.571642
14186,VXX,BATS,2022-05-16 00:00:00.0,180,24.665,0,P,1.002493,-0.367804
14187,VXX,BATS,2022-05-16 00:00:00.0,270,24.665,0,C,1.032034,0.599357
14188,VXX,BATS,2022-05-16 00:00:00.0,270,24.665,0,P,1.036638,-0.327471
14189,VXX,BATS,2022-05-16 00:00:00.0,360,24.665,0,C,1.034404,0.623134
14190,VXX,BATS,2022-05-16 00:00:00.0,360,24.665,0,P,1.038834,-0.299266
14191,VXX,BATS,2022-05-13 00:00:00.0,7,25.97,0,C,0.541285,0.50975
14192,VXX,BATS,2022-05-13 00:00:00.0,7,25.97,0,P,0.540231,-0.489239
14193,VXX,BATS,2022-05-13 00:00:00.0,14,25.97,0,C,0.643816,0.508241
14194,VXX,BATS,2022-05-13 00:00:00.0,14,25.97,0,P,0.642933,-0.486911
14195,VXX,BATS,2022-05-13 00:00:00.0,21,25.97,0,C,0.694518,0.514486
14196,VXX,BATS,2022-05-13 00:00:00.0,21,25.97,0,P,0.693815,-0.47873
14197,VXX,BATS,2022-05-13 00:00:00.0,30,25.97,0,C,0.736916,0.518561
14198,VXX,BATS,2022-05-13 00:00:00.0,30,25.97,0,P,0.736036,-0.47122
14199,VXX,BATS,2022-05-13 00:00:00.0,60,25.97,0,C,0.839776,0.529441
14200,VXX,BATS,2022-05-13 00:00:00.0,60,25.97,0,P,0.8395,-0.447165
14201,VXX,BATS,2022-05-13 00:00:00.0,90,25.97,0,C,0.909007,0.542154
14202,VXX,BATS,2022-05-13 00:00:00.0,90,25.97,0,P,0.909966,-0.423227
14203,VXX,BATS,2022-05-13 00:00:00.0,120,25.97,0,C,0.95919,0.549701
14204,VXX,BATS,2022-05-13 00:00:00.0,120,25.97,0,P,0.961853,-0.402301
14205,VXX,BATS,2022-05-13 00:00:00.0,150,25.97,0,C,0.980849,0.55262
14206,VXX,BATS,2022-05-13 00:00:00.0,150,25.97,0,P,0.986575,-0.385305
14207,VXX,BATS,2022-05-13 00:00:00.0,180,25.97,0,C,0.992554,0.553128
14208,VXX,BATS,2022-05-13 00:00:00.0,180,25.97,0,P,1.000628,-0.370425
14209,VXX,BATS,2022-05-13 00:00:00.0,270,25.97,0,C,1.014987,0.589396
14210,VXX,BATS,2022-05-13 00:00:00.0,270,25.97,0,P,1.021906,-0.330442
14211,VXX,BATS,2022-05-13 00:00:00.0,360,25.97,0,C,1.041026,0.608116
14212,VXX,BATS,2022-05-13 00:00:00.0,360,25.97,0,P,1.048277,-0.297693
14213,VXX,BATS,2022-05-12 00:00:00.0,7,26.93,0,C,0.860194,0.524253
14214,VXX,BATS,2022-05-12 00:00:00.0,7,26.93,0,P,0.609102,-0.482589
14215,VXX,BATS,2022-05-12 00:00:00.0,14,26.93,0,C,0.834485,0.5333
14216,VXX,BATS,2022-05-12 00:00:00.0,14,26.93,0,P,0.764497,-0.469505
14217,VXX,BATS,2022-05-12 00:00:00.0,21,26.93,0,C,0.777757,0.538125
14218,VXX,BATS,2022-05-12 00:00:00.0,21,26.93,0,P,0.764507,-0.462677
14219,VXX,BATS,2022-05-12 00:00:00.0,30,26.93,0,C,0.817385,0.541342
14220,VXX,BATS,2022-05-12 00:00:00.0,30,26.93,0,P,0.816705,-0.455837
14221,VXX,BATS,2022-05-12 00:00:00.0,60,26.93,0,C,0.881404,0.548766
14222,VXX,BATS,2022-05-12 00:00:00.0,60,26.93,0,P,0.880675,-0.43686
14223,VXX,BATS,2022-05-12 00:00:00.0,90,26.93,0,C,0.933772,0.562525
14224,VXX,BATS,2022-05-12 00:00:00.0,90,26.93,0,P,0.933448,-0.415252
14225,VXX,BATS,2022-05-12 00:00:00.0,120,26.93,0,C,0.981298,0.571651
14226,VXX,BATS,2022-05-12 00:00:00.0,120,26.93,0,P,0.981899,-0.395465
14227,VXX,BATS,2022-05-12 00:00:00.0,150,26.93,0,C,1.001356,0.579307
14228,VXX,BATS,2022-05-12 00:00:00.0,150,26.93,0,P,1.002905,-0.37894
14229,VXX,BATS,2022-05-12 00:00:00.0,180,26.93,0,C,1.010741,0.586919
14230,VXX,BATS,2022-05-12 00:00:00.0,180,26.93,0,P,1.012955,-0.364473
14231,VXX,BATS,2022-05-12 00:00:00.0,270,26.93,0,C,1.011116,0.617798
14232,VXX,BATS,2022-05-12 00:00:00.0,270,26.93,0,P,1.015505,-0.329868
14233,VXX,BATS,2022-05-12 00:00:00.0,360,26.93,0,C,1.025055,0.59695
14234,VXX,BATS,2022-05-12 00:00:00.0,360,26.93,0,P,1.041351,-0.299079
14235,VXX,BATS,2022-05-11 00:00:00.0,7,27.01,0,C,0.718559,0.519741
14236,VXX,BATS,2022-05-11 00:00:00.0,7,27.01,0,P,0.710892,-0.480325
14237,VXX,BATS,2022-05-11 00:00:00.0,14,27.01,0,C,0.739612,0.527061
14238,VXX,BATS,2022-05-11 00:00:00.0,14,27.01,0,P,0.739408,-0.472138
14239,VXX,BATS,2022-05-11 00:00:00.0,21,27.01,0,C,0.766492,0.530888
14240,VXX,BATS,2022-05-11 00:00:00.0,21,27.01,0,P,0.766124,-0.46663
14241,VXX,BATS,2022-05-11 00:00:00.0,30,27.01,0,C,0.808829,0.540521
14242,VXX,BATS,2022-05-11 00:00:00.0,30,27.01,0,P,0.808205,-0.456522
14243,VXX,BATS,2022-05-11 00:00:00.0,60,27.01,0,C,0.894579,0.543435
14244,VXX,BATS,2022-05-11 00:00:00.0,60,27.01,0,P,0.894232,-0.438195
14245,VXX,BATS,2022-05-11 00:00:00.0,90,27.01,0,C,0.934963,0.554575
14246,VXX,BATS,2022-05-11 00:00:00.0,90,27.01,0,P,0.935286,-0.417452
14247,VXX,BATS,2022-05-11 00:00:00.0,120,27.01,0,C,0.968325,0.561627
14248,VXX,BATS,2022-05-11 00:00:00.0,120,27.01,0,P,0.969825,-0.398909
14249,VXX,BATS,2022-05-11 00:00:00.0,150,27.01,0,C,0.995153,0.571557
14250,VXX,BATS,2022-05-11 00:00:00.0,150,27.01,0,P,0.997485,-0.380913
14251,VXX,BATS,2022-05-11 00:00:00.0,180,27.01,0,C,1.013515,0.58338
14252,VXX,BATS,2022-05-11 00:00:00.0,180,27.01,0,P,1.016335,-0.364512
14253,VXX,BATS,2022-05-11 00:00:00.0,270,27.01,0,C,1.041841,0.613018
14254,VXX,BATS,2022-05-11 00:00:00.0,270,27.01,0,P,1.04628,-0.325299
14255,VXX,BATS,2022-05-11 00:00:00.0,360,27.01,0,C,1.014864,0.606065
14256,VXX,BATS,2022-05-11 00:00:00.0,360,27.01,0,P,1.025169,-0.301895
14257,VXX,BATS,2022-05-10 00:00:00.0,7,27.05,0,C,0.753198,0.521375
14258,VXX,BATS,2022-05-10 00:00:00.0,7,27.05,0,P,0.713624,-0.47979
14259,VXX,BATS,2022-05-10 00:00:00.0,14,27.05,0,C,0.746373,0.522371
14260,VXX,BATS,2022-05-10 00:00:00.0,14,27.05,0,P,0.737581,-0.475686
14261,VXX,BATS,2022-05-10 00:00:00.0,21,27.05,0,C,0.759998,0.523637
14262,VXX,BATS,2022-05-10 00:00:00.0,21,27.05,0,P,0.759133,-0.471353
14263,VXX,BATS,2022-05-10 00:00:00.0,30,27.05,0,C,0.816778,0.529121
14264,VXX,BATS,2022-05-10 00:00:00.0,30,27.05,0,P,0.815798,-0.462612
14265,VXX,BATS,2022-05-10 00:00:00.0,60,27.05,0,C,0.897208,0.537176
14266,VXX,BATS,2022-05-10 00:00:00.0,60,27.05,0,P,0.896732,-0.440499
14267,VXX,BATS,2022-05-10 00:00:00.0,90,27.05,0,C,0.956233,0.546479
14268,VXX,BATS,2022-05-10 00:00:00.0,90,27.05,0,P,0.957536,-0.417893
14269,VXX,BATS,2022-05-10 00:00:00.0,120,27.05,0,C,0.970847,0.546682
14270,VXX,BATS,2022-05-10 00:00:00.0,120,27.05,0,P,0.974049,-0.401714
14271,VXX,BATS,2022-05-10 00:00:00.0,150,27.05,0,C,0.982204,0.551141
14272,VXX,BATS,2022-05-10 00:00:00.0,150,27.05,0,P,0.987641,-0.385521
14273,VXX,BATS,2022-05-10 00:00:00.0,180,27.05,0,C,0.993474,0.556369
14274,VXX,BATS,2022-05-10 00:00:00.0,180,27.05,0,P,1.000623,-0.370107
14275,VXX,BATS,2022-05-10 00:00:00.0,270,27.05,0,C,1.057922,0.599623
14276,VXX,BATS,2022-05-10 00:00:00.0,270,27.05,0,P,1.064603,-0.323088
14277,VXX,BATS,2022-05-10 00:00:00.0,360,27.05,0,C,1.048703,0.608242
14278,VXX,BATS,2022-05-10 00:00:00.0,360,27.05,0,P,1.057789,-0.296022
14279,VXX,BATS,2022-05-09 00:00:00.0,7,28.12,0,C,0.89793,0.518554
14280,VXX,BATS,2022-05-09 00:00:00.0,7,28.12,0,P,0.872361,-0.480482
14281,VXX,BATS,2022-05-09 00:00:00.0,14,28.12,0,C,0.826378,0.514631
14282,VXX,BATS,2022-05-09 00:00:00.0,14,28.12,0,P,0.824922,-0.479255
14283,VXX,BATS,2022-05-09 00:00:00.0,21,28.12,0,C,0.825255,0.523643
14284,VXX,BATS,2022-05-09 00:00:00.0,21,28.12,0,P,0.823859,-0.469842
